source,"source_file","publish_date","ingested_at",address,"product_description",postcode,"product_price","brand_description","trading_name",location,"site_features"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Wilfred Rd","Brand Diesel","6,155","229.9",BP,"BP Canning Vale","CANNING VALE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Midlands Rd",ULP,"6,517","215.9",BP,"BP Carnamah",CARNAMAH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Midlands Rd",Diesel,"6,517","278.9",BP,"BP Carnamah",CARNAMAH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Midlands Rd","98 RON","6,517","235.9",BP,"BP Carnamah",CARNAMAH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1134 North West Coastal Hwy",Diesel,"6,701","262.9",BP,"BP Carnarvon","BROWN RANGE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1134 North West Coastal Hwy","98 RON","6,701","238.9",BP,"BP Carnarvon","BROWN RANGE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","28K Caloundra Rd",ULP,"6,030","177.9",BP,"BP Clarkson",CLARKSON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","28K Caloundra Rd","98 RON","6,030","202.9",BP,"BP Clarkson",CLARKSON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","210 Great Eastern Hwy","Brand Diesel","6,104","229.9",BP,"BP Connect Ascot (WA)",ASCOT,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Prendiville Ave","98 RON","6,027","201.9",BP,"BP Connect Beaumauris","OCEAN REEF","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Sunlander Dr",ULP,"6,028","176.9",BP,"BP Connect Currambine",CURRAMBINE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Sunlander Dr",PULP,"6,028","191.9",BP,"BP Connect Currambine",CURRAMBINE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Sunlander Dr","Brand Diesel","6,028","225.9",BP,"BP Connect Currambine",CURRAMBINE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Sunlander Dr","98 RON","6,028","200.9",BP,"BP Connect Currambine",CURRAMBINE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","68-70 Brown St",ULP,"6,004","179.9",BP,"BP Connect East Perth","EAST PERTH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","68-70 Brown St","98 RON","6,004","203.9",BP,"BP Connect East Perth","EAST PERTH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Chisham Ave",PULP,"6,167","190.9",BP,"BP Connect Kwinana Hub","KWINANA TOWN CENTRE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Ridgewood Bvd",ULP,"6,030","176.9",BP,"BP Connect Merriwa",RIDGEWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Ridgewood Bvd","Brand Diesel","6,030","223.9",BP,"BP Connect Merriwa",RIDGEWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","246 Leach Hwy",ULP,"6,154","176.9",BP,"BP Connect Myaree",MYAREE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","246 Leach Hwy","98 RON","6,154","201.9",BP,"BP Connect Myaree",MYAREE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","349 Charles St",PULP,"6,006","192.9",BP,"BP Connect North Perth","NORTH PERTH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Warburton Ave",ULP,"6,025","176.9",BP,"BP Connect Padbury",PADBURY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Warburton Ave","98 RON","6,025","200.9",BP,"BP Connect Padbury",PADBURY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","214 Warnbro Sound Ave","Brand Diesel","6,169","225.9",BP,"BP Connect Palm Springs",WARNBRO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","222 Rockingham Rd",ULP,"6,163","179.9",BP,"BP Connect Phoenix",SPEARWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","222 Rockingham Rd","Brand Diesel","6,163","229.9",BP,"BP Connect Phoenix",SPEARWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","222 Rockingham Rd","98 RON","6,163","202.9",BP,"BP Connect Phoenix",SPEARWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","339 High Rd",PULP,"6,148","191.9",BP,"BP Connect Riverton",RIVERTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","339 High Rd","98 RON","6,148","201.9",BP,"BP Connect Riverton",RIVERTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Chalgrove Ave","98 RON","6,168","200.9",BP,"BP Connect Rockingham Park",ROCKINGHAM,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","9 Mends St",PULP,"6,151","192.9",BP,"BP Connect South Perth","SOUTH PERTH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","9 Mends St","Brand Diesel","6,151","233.9",BP,"BP Connect South Perth","SOUTH PERTH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","810 Beeliar Dr","Brand Diesel","6,164","229.9",BP,"BP Connect Thomsons Lake",SUCCESS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","261 Walter Rd West",PULP,"6,062","192.9",BP,"BP Connect Wellington Rd",MORLEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","240 Cambridge St","Brand Diesel","6,014","229.9",BP,"BP Connect Wembley",WEMBLEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","11 Scarborough Beach Rd",ULP,"6,019","176.9",BP,"BP Connect West Coast",SCARBOROUGH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Walton St",Diesel,"6,375","229.9",BP,"BP Corrigin OPT",CORRIGIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Roy Earl Dr","98 RON","6,284","212.9",BP,"BP Cowaramup",COWARAMUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 6 Great Eastern Hwy","98 RON","6,407","215.9",BP,"BP Cunderdin Roadhouse",CUNDERDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","29 Growden Pl",Diesel,"6,392","252.9",BP,"BP Darkan OPT",DARKAN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","138 Loch St",PULP,"6,728","228.9",BP,"BP Derby",DERBY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","19 Rodgers St",Diesel,"6,728","256.9",BP,"BP Derby Depot (Recharge Petroleum)",DERBY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Wanneroo Rd","98 RON","6,060","201.9",BP,"BP Dog Swamp",YOKINE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","15 South Western Hwy",ULP,"6,239","189.9",BP,"BP Donnybrook",DONNYBROOK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","137 Dixon Rd",PULP,"6,168","193.9",BP,"BP East Rockingham","EAST ROCKINGHAM","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","137 Dixon Rd",Diesel,"6,168","226.9",BP,"BP East Rockingham","EAST ROCKINGHAM","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","137 Dixon Rd","Brand Diesel","6,168","229.9",BP,"BP East Rockingham","EAST ROCKINGHAM","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","137 Dixon Rd","98 RON","6,168","201.9",BP,"BP East Rockingham","EAST ROCKINGHAM","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","180 The Promenade","98 RON","6,069","201.9",BP,"BP Ellenbrook",ELLENBROOK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","484 Walter Rd East","Brand Diesel","6,062","225.9",BP,"BP Embleton",EMBLETON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 315 Great Northern Hwy",Diesel,"6,765","256.9",BP,"BP Fitzroy Crossing","FITZROY CROSSING","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Alex Wood Dr",PULP,"6,112","193.9",BP,"BP Forrestdale",FORRESTDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Alex Wood Dr","98 RON","6,112","201.9",BP,"BP Forrestdale",FORRESTDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 1662 Shenton St",Diesel,"6,530","220.9",BP,"BP Geraldton OPT","WEST END","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","438 Hannan St",ULP,"6,430","181.9",BP,"BP Golden Gate",KALGOORLIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","438 Hannan St","98 RON","6,430","204.9",BP,"BP Golden Gate",KALGOORLIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","11 Coolibah Dr",PULP,"6,024","198.9",BP,"BP Greenwood",GREENWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","11 Coolibah Dr","98 RON","6,024","208.9",BP,"BP Greenwood",GREENWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Canham Way",ULP,"6,024","177.9",BP,"BP Greenwood North",GREENWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Canham Way","Brand Diesel","6,024","223.9",BP,"BP Greenwood North",GREENWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Canham Way","98 RON","6,024","201.9",BP,"BP Greenwood North",GREENWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1520 Gnangara Rd",LPG,"6,055","159.9",BP,"BP Henley Brook","HENLEY BROOK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1520 Gnangara Rd","98 RON","6,055","208.9",BP,"BP Henley Brook","HENLEY BROOK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","342 Beaufort St",ULP,"6,000","179.9",BP,"BP Highgate",PERTH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","68 Warton Rd",PULP,"6,110","192.9",BP,"BP Huntingdale",HUNTINGDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","68 Warton Rd","Brand Diesel","6,110","227.9",BP,"BP Huntingdale",HUNTINGDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","7 Marshall St","98 RON","6,359","235.9",BP,"BP Hyden OPT",HYDEN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","5 Memorial Rd",ULP,"6,337","209.9",BP,"BP Jerramungup OPT",JERRAMUNGUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Abello Bvd",ULP,"6,036","175.9",BP,"BP Jindalee",JINDALEE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Abello Bvd",PULP,"6,036","190.9",BP,"BP Jindalee",JINDALEE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Abello Bvd","98 RON","6,036","198.9",BP,"BP Jindalee",JINDALEE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Rolinson Dr",ULP,"6,468","215.9",BP,"BP Kalannie OPT",KALANNIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Rolinson Dr",Diesel,"6,468","268.9",BP,"BP Kalannie OPT",KALANNIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","22 Ajana-Kalbarri Rd","98 RON","6,536","210.9",BP,"BP Kalbarri",KALBARRI,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","88 Gilbertson Rd","98 RON","6,163","202.9",BP,"BP Kardinya",KARDINYA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 9 Resource Rd",ULP,"6,714","199.9",BP,"BP Karratha West","GAP RIDGE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","76 Dore St",ULP,"6,317","205.9",BP,"BP Katanning OPT",KATANNING,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","48 Courtney Pl",Diesel,"6,107","219.9",BP,"BP Kenwick","WATTLE GROVE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","549 Abernethy Rd","Brand Diesel","6,105","226.9",BP,"BP Kewdale",KEWDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","64-66 Graham st","98 RON","6,367","220.9",BP,"BP Kondinin Roadhouse",KONDININ,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Railway St","98 RON","6,475","215.9",BP,"BP Koorda OPT",KOORDA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","27 Scaddan St",Diesel,"6,352","245.9",BP,"BP Kukerin OPT",KUKERIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","CBH Access Rd",Diesel,"6,365","243.9",BP,"BP Kulin OPT",KULIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Cnr Stockman Rd & Bull Run Rd",Diesel,"6,743","237.9",BP,"BP Kununurra Depot (Recharge Petroleum)",KUNUNURRA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Dewar St",ULP,"6,353","210.9",BP,"BP Lake Grace OPT","LAKE GRACE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Dewar St",Diesel,"6,353","235.9",BP,"BP Lake Grace OPT","LAKE GRACE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","164 Hyden-Lake King Rd","98 RON","6,356","235.9",BP,"BP Lake King OPT","LAKE KING","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","16 Forrest St",Diesel,"6,438","252.9",BP,"BP Leonora OPT",LEONORA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","269 Kalamunda Rd",PULP,"6,057","194.9",BP,"BP Maida Vale","MAIDA VALE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","269 Kalamunda Rd","98 RON","6,057","203.9",BP,"BP Maida Vale","MAIDA VALE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","370 Victoria Rd",Diesel,"6,090","225.9",BP,"BP Malaga",MALAGA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","96 Giblett St","98 RON","6,258","212.9",BP,"BP Manjimup",MANJIMUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","47-49 Todd St",ULP,"6,415","184.7",BP,"BP Merredin Roadhouse",MERREDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","47-49 Todd St",Diesel,"6,415","231.7",BP,"BP Merredin Roadhouse",MERREDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","61-63 Dookling Dr",ULP,"6,575",210,BP,"BP Miling",MILING,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","61-63 Dookling Dr",Diesel,"6,575",279,BP,"BP Miling",MILING,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","360 Anchorage Dr North",PULP,"6,030","198.9",BP,"BP Mindarie",MINDARIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","153 Gardiner St",Diesel,"6,510","239.9",BP,"BP Moora Depot",MOORA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","153 Gardiner St","98 RON","6,510","226.9",BP,"BP Moora Depot",MOORA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Mullewa-Wubin Rd",Diesel,"6,623","279.9",BP,"BP Morawa OPT",MORAWA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","335 Walter Rd West",LPG,"6,062","151.9",BP,"BP Morley",MORLEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","335 Walter Rd West","98 RON","6,062","201.9",BP,"BP Morley",MORLEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Mercury Rise",PULP,"6,501","194.9",BP,"BP Muchea",MUCHEA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Mercury Rise",Diesel,"6,501","223.9",BP,"BP Muchea",MUCHEA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 161 Strugnell St",Diesel,"6,479","249.9",BP,"BP Mukinbudin OPT",MUKINBUDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","70 Warren Rd",ULP,"6,275","199.9",BP,"BP Nannup",NANNUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","70 Warren Rd",Diesel,"6,275","249.9",BP,"BP Nannup",NANNUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","37 Federal St","98 RON","6,312","213.9",BP,"BP Narrogin",NARROGIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","101 Great Northern Hwy",ULP,"6,753","199.9",BP,"BP Newman South",NEWMAN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","386 Scarborough Beach Rd",ULP,"6,018","176.9",BP,"BP Nookenburra",INNALOO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","15 Richmond St",ULP,"6,341","210.9",BP,"BP Nyabing OPT",NYABING,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","15 Richmond St",Diesel,"6,341","245.9",BP,"BP Nyabing OPT",NYABING,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","84 Brockman St",ULP,"6,260","194.9",BP,"BP Pemberton Garage & Service Station",PEMBERTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 202 Wimbridge Rd",Diesel,"6,229","229.9",BP,"BP Picton Truckstop",PICTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","24 Wetherly Dr",ULP,"6,229","182.9",BP,"BP Picton Wetherley Dr",PICTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","43 Brown St",Diesel,"6,308","239.9",BP,"BP Pingelly OPT",PINGELLY,"(blank)"
